Word,Inverted List
doido,{(54 1) (2 1)}
queria,{(97 2) (76 2) (8 1) (2 1) (78 1) (124 1) (74 1) (66 2) (88 1) (69 1) (95 1)}
reescrever,{(109 1) (2 1)}
história,{(96 1) (109 1) (91 1) (76 1) (41 2) (40 1) (105 2) (20 1) (2 1) (130 1) (66 1) (88 4) (89 1) (74 1) (133 1) (54 1) (51 1) (97 1) (33 1) (95 1) (13 1) (103 3) (22 2) (123 1) (105 1) (103 1) (8 1) (136 1) (3 1) (51 2) (22 1)}
bom,{(91 1) (77 2) (58 1) (71 1) (2 1) (66 1) (56 1) (5 1) (115 1) (137 2) (94 2) (52 1) (131 1) (58 2) (121 1) (42 1) (101 1)}
final,{(108 2) (27 1) (58 1) (71 1) (116 2) (2 1) (66 1) (48 1) (56 1) (133 1) (55 4) (76 2) (131 3) (85 1) (70 1) (6 1) (52 1) (87 2) (75 1) (121 1) (57 3) (68 1)}
todos,{(97 2) (35 1) (2 1) (54 1) (97 1) (77 1) (41 1) (131 3) (103 1) (53 2) (34 1) (115 2) (119 1) (78 3) (110 2) (69 2) (30 1) (27 1) (76 1) (8 2) (66 1) (129 4) (125 1) (92 1) (89 1) (56 1) (82 1) (95 1) (13 1) (62 1) (6 1) (131 1) (52 1) (87 2) (98 1) (29 1) (121 1) (55 1) (88 1) (101 1) (19 1)}
vida,{(32 1) (91 1) (54 2) (13 2) (71 1) (2 1) (15 1) (66 1) (125 1) (110 1) (23 1) (56 1) (115 1) (18 1) (108 3) (77 1) (105 1) (78 5) (55 1) (8 1) (58 2) (80 1) (60 1) (19 3) (66 2) (65 1)}
segue,{(71 1) (6 1) (3 1) (131 1) (2 1) (98 1) (16 1) (93 1) (125 1) (106 1) (101 1)}
procuradora,{(3 2) (3 1)}
regional,{(48 1) (110 1) (3 1) (80 2) (130 1)}
república,{(30 1) (76 1) (8 2) (58 1) (41 2) (35 1) (20 1) (99 1) (89 1) (74 1) (31 3) (51 1) (97 1) (129 2) (13 1) (103 1) (6 1) (3 1) (60 1) (121 1)}
presidenta,{(48 1) (61 1) (3 2) (112 1)}
comissão,{(131 2) (58 1) (99 1) (55 2) (15 1) (89 1) (87 1) (56 1) (51 1) (33 1) (64 1) (41 1) (3 3) (131 3) (6 1) (48 2) (80 1) (55 1) (119 1) (63 1)}
especial,{(13 1) (3 3) (58 1) (6 1) (70 1) (131 1) (48 1) (55 1) (57 2) (133 1)}
mortos,{(41 1) (103 1) (75 2) (3 1) (16 1) (48 1) (89 1) (88 1) (3 4)}
desaparecidos,{(80 1) (41 1) (103 1) (22 1) (3 1) (3 4)}
políticos,{(94 1) (54 2) (20 1) (28 3) (66 1) (129 7) (97 1) (33 1) (64 1) (13 1) (103 3) (3 1) (16 1) (80 1) (51 2) (121 1) (55 1) (101 1) (3 4) (129 1)}
eugênia,{(3 6)}
gonzaga,{(3 5)}
dúvida,{(3 2) (76 1) (8 2) (129 1)}
comete,{(78 3) (3 1) (55 1)}
crime,{(103 1) (78 4) (38 1) (3 1) (20 1) (16 2) (48 3) (6 3) (55 3) (10 1) (120 1) (4 2) (100 1)}
responsabilidade,{(92 1) (56 2) (55 1) (101 1) (3 1) (66 1) (18 1)}
improbidade,{(3 1) (129 1) (106 1) (119 1)}
administrativa,{(106 1) (119 1) (88 1) (3 1) (129 1)}
mandar,{(3 1)}
quartéis,{(3 1)}
celebrarem,{(3 1)}
31,{(86 1) (22 2) (3 3) (38 1) (89 3) (132 1) (103 7)}
março,{(78 3) (22 2) (91 1) (3 3) (99 1) (131 1) (16 2) (53 3) (103 5) (56 1) (89 3) (132 1) (103 2)}
marca,{(112 4) (3 1) (88 1) (66 1) (16 1) (80 1) (89 1) (56 1)}
início,{(131 2) (122 1) (3 1) (85 2) (99 1) (55 2) (16 1) (80 1) (110 1) (89 1) (133 2) (74 2)}
ditadura,{(96 1) (80 16) (99 1) (48 1) (103 4) (51 3) (51 1) (13 1) (22 2) (109 2) (41 1) (59 1) (89 4) (8 1) (131 1) (97 4) (47 1) (80 1) (16 1) (88 3) (78 1) (121 1) (106 1) (130 2) (22 1) (3 4)}
civil-militar,{(51 1) (3 1)}
1964-1985,{(51 1) (13 1) (3 1)}
55,{(109 2) (71 1) (41 2) (3 1) (23 2)}
anos,{(28 4) (12 1) (58 1) (41 2) (38 1) (99 10) (130 1) (15 1) (78 6) (109 7) (74 1) (86 11) (120 1) (54 1) (89 3) (101 1) (18 1) (42 2) (123 1) (3 3) (103 1) (8 1) (21 1) (70 1) (105 3) (55 8) (6 3) (71 4) (88 3) (93 1) (60 1) (119 1) (110 2) (121 3) (132 1) (23 25) (33 2) (13 2) (122 1) (15 3) (137 3) (56 5) (80 2) (84 8) (95 1) (59 1) (18 3) (48 4) (9 2) (6 1) (87 2) (16 1) (131 8) (124 1) (66 2) (63 3) (22 1) (65 1)}
destituição,{(3 2)}
joão,{(8 3) (99 1) (86 4) (56 2) (55 1) (89 2) (133 1) (51 1) (3 4) (97 1) (121 2)}
goulart,{(3 1) (89 1) (3 3) (8 4)}
gravidade,{(21 1) (3 1) (129 1)}
disso,{(30 1) (54 2) (40 1) (78 4) (99 1) (84 1) (80 2) (130 1) (112 1) (6 2) (107 1) (87 1) (101 2) (33 1) (95 1) (64 1) (77 1) (131 5) (13 1) (41 1) (105 1) (3 1) (51 2) (11 1) (66 2) (22 1) (129 1)}
grande,{(109 1) (8 2) (80 4) (84 1) (66 1) (125 1) (66 3) (88 2) (89 1) (56 1) (69 1) (51 1) (100 1) (33 1) (31 1) (13 1) (130 2) (105 1) (55 1) (8 1) (70 1) (3 1) (131 1) (98 1) (111 1) (78 1) (11 1) (131 6) (119 1) (68 1)}
porque,{(9 1) (101 5) (38 1) (81 1) (119 2) (15 1) (66 10) (107 1) (28 1) (98 2) (54 1) (97 1) (69 3) (126 1) (8 1) (111 3) (31 5) (94 2) (11 1) (121 3) (129 1) (3 2) (54 2) (13 2) (76 1) (53 1) (20 1) (58 3) (78 13) (80 2) (23 1) (4 2) (69 1) (101 2) (88 9) (40 2) (6 1) (52 1) (49 1) (29 1) (51 2)}
falando,{(64 1) (78 3) (94 1) (108 1) (90 1) (3 1) (131 1) (49 1) (87 1) (66 2) (56 1) (82 1) (101 3)}
coisa,{(27 1) (12 1) (76 1) (8 2) (66 8) (66 1) (28 1) (25 1) (88 2) (101 2) (108 1) (55 1) (137 2) (3 1) (78 7) (131 1) (78 1) (57 1) (95 2) (121 1) (4 1)}
jurídica,{(3 1) (100 1) (129 1) (74 1)}
sobre,{(16 6) (108 2) (74 4) (137 1) (38 1) (35 1) (100 4) (103 6) (15 1) (134 2) (51 1) (42 2) (31 1) (64 1) (77 1) (123 1) (126 1) (41 1) (93 1) (60 1) (106 1) (29 3) (119 1) (131 6) (58 6) (4 1) (92 4) (73 1) (78 4) (9 3) (17 1) (55 2) (80 2) (88 4) (90 2) (107 3) (130 3) (56 1) (121 2) (115 1) (71 2) (13 1) (8 3) (62 1) (26 1) (66 9) (6 1) (3 1) (131 1) (11 3) (70 3) (75 1) (88 1) (22 1) (19 1) (68 1) (101 8)}
legalidade,{(88 1) (62 1) (3 2) (101 1)}
própria,{(13 1) (103 1) (53 1) (3 1) (99 1) (49 1) (129 4) (15 1) (48 1) (28 2) (131 1) (92 1) (66 2) (51 1) (33 1)}
constituição,{(131 2) (13 2) (58 1) (84 1) (129 4) (110 1) (74 1) (29 4) (30 6) (62 1) (123 1) (3 3) (106 4) (15 2) (8 1) (52 1) (101 3) (55 1) (88 1) (126 4) (63 1)}
1988,{(13 1) (45 1) (123 1) (3 1) (84 1) (80 1) (29 1) (110 1)}
admitiu,{(124 1) (3 1) (71 1) (15 1)}
1964,{(103 3) (41 1) (71 1) (47 1) (80 1) (88 2) (106 1) (119 1) (69 1) (22 1) (89 3) (3 4)}
golpe,{(109 1) (58 1) (20 1) (61 1) (125 1) (28 1) (89 1) (69 1) (71 2) (3 5) (106 2) (22 2) (44 1) (41 1) (109 2) (41 3) (47 1) (80 1) (88 1) (132 1) (103 2) (8 4)}
quiser,{(78 1) (60 1) (23 1) (53 1) (3 1) (66 1)}
usar,{(3 2) (103 1) (53 1) (70 1) (131 1) (98 1) (130 1) (49 2) (112 1) (88 1)}
termo,{(74 1) (55 1) (88 1) (70 1) (3 1)}
pode,{(45 1) (94 1) (71 1) (88 6) (84 1) (16 2) (130 1) (28 1) (25 1) (87 1) (133 1) (54 1) (66 14) (129 11) (18 1) (12 2) (60 1) (30 5) (106 1) (130 2) (131 6) (86 1) (63 1) (40 1) (58 3) (4 2) (127 1) (33 1) (101 9) (9 2) (72 1) (3 1) (98 1) (111 1) (29 1) (119 3) (42 1) (126 4) (8 4)}
‘,{(45 1) (3 2) (54 2) (135 3) (9 1) (80 2) (26 2) (107 1) (66 3) (74 1) (27 8) (13 1) (77 1) (6 1) (38 2) (88 1) (76 3)}
quebra,{(78 1) (3 1)}
eleito,{(56 1) (6 1) (3 1) (20 1) (131 1) (60 1) (57 1) (24 1) (54 1) (129 1)}
razões,{(77 1) (4 1) (71 1) (104 1) (101 1) (62 2) (3 1)}
derrubado,{(3 1) (131 1)}
derrubada,{(3 1)}
seguiu,{(101 1) (3 1) (74 1)}
processo,{(6 4) (131 2) (122 1) (129 13) (112 1) (28 1) (89 1) (126 5) (51 1) (31 1) (8 3) (62 1) (70 1) (3 1) (80 1) (38 2) (106 1) (55 1) (101 1) (121 3)}
forças,{(28 5) (3 3) (71 1) (8 1) (3 1) (51 5) (70 3) (80 1) (89 1) (66 2)}
contrárias,{(3 1) (92 1) (87 1)}
simplesmente,{(77 1) (94 1) (3 1) (92 1) (124 1) (125 2) (56 1) (100 1)}
assumiram,{(3 1)}
poder,{(45 1) (94 1) (9 1) (71 1) (61 1) (74 1) (120 1) (78 2) (51 1) (66 2) (13 3) (8 1) (103 1) (80 1) (130 2) (129 1) (74 2) (40 1) (53 1) (105 2) (99 1) (20 1) (70 2) (92 1) (51 3) (23 1) (80 3) (3 1) (52 1) (88 5) (98 1) (131 1) (31 2) (55 1)}
afirma,{(32 1) (3 2) (9 1) (80 4) (63 1) (84 1) (80 2) (66 1) (112 1) (110 1) (23 1) (54 1) (95 1) (12 2) (126 1) (6 1) (131 1) (116 1) (55 3) (93 1) (29 1) (78 1) (74 2)}
jornalistas,{(80 4) (53 1) (3 1) (84 1) (16 1) (60 1) (89 2) (133 1)}
marilu,{(84 1) (3 1) (12 1)}
cabañas,{(3 1) (12 1)}
glauco,{(3 1) (84 1)}
faria,{(92 1) (53 1) (3 1) (84 1) (66 1) (95 1)}
rádio,{(3 1) (12 1) (88 2) (129 1)}
atual,{(87 4) (94 1) (131 2) (12 1) (27 1) (54 2) (40 1) (20 1) (28 3) (15 1) (125 1) (23 1) (5 1) (100 1) (97 1) (126 7) (33 1) (41 1) (3 1) (80 1) (55 3) (75 1) (121 1) (106 1) (66 2) (129 1)}
contraposição,{(3 1)}
discurso,{(3 2) (27 1) (104 1) (6 1) (20 1) (81 1) (66 1) (58 2) (16 1) (60 1) (119 1) (88 1) (54 1) (51 1) (4 1)}
grupo,{(3 2) (38 1) (55 2) (48 1) (5 1) (61 5) (112 6) (103 1) (8 1) (131 1) (116 1) (34 1) (98 1) (16 1) (28 2) (80 1) (88 3) (121 1) (64 2)}
tortura,{(96 1) (3 2) (59 1) (41 1) (8 1) (99 1) (80 1) (110 1) (89 1) (22 1) (103 2)}
nunca,{(94 1) (3 2) (30 1) (137 1) (20 3) (71 1) (42 7) (11 2) (99 1) (119 2) (78 6) (66 1) (88 2) (97 1) (42 2) (95 1) (22 2) (44 1) (41 1) (6 1) (131 1) (113 1) (98 1) (111 1) (80 1) (55 3) (78 1) (4 1) (103 2)}
promovem,{(3 1)}
domingo,{(91 1) (103 1) (26 1) (71 1) (22 1) (3 1)}
1ª,{(62 2) (3 1)}
caminhada,{(3 2) (3 1)}
silêncio,{(3 1)}
homenagem,{(78 1) (8 1) (3 1) (88 1) (47 1)}
vítimas,{(80 1) (93 1) (3 2) (18 2) (99 1) (33 1) (48 2)}
violência,{(105 1) (103 1) (78 4) (85 1) (3 1) (131 1) (80 2) (75 1) (55 1) (88 1) (69 1) (131 5)}
cotidiana,{(3 1)}
causada,{(3 1)}
estado,{(91 1) (9 1) (81 1) (48 1) (110 1) (87 1) (5 1) (51 1) (100 1) (18 1) (31 1) (64 1) (33 3) (41 1) (131 3) (103 1) (8 1) (16 3) (53 2) (60 1) (106 1) (119 1) (78 3) (129 1) (3 2) (20 1) (80 2) (112 1) (125 1) (89 1) (110 3) (33 1) (13 1) (72 1) (6 1) (30 2) (131 1) (92 2) (78 1) (56 2)}
brasileiro,{(32 1) (13 2) (9 1) (58 1) (71 1) (137 1) (75 2) (80 2) (130 1) (10 1) (56 1) (133 1) (54 1) (121 2) (115 1) (97 1) (18 1) (129 2) (126 1) (108 1) (20 2) (3 1) (52 1) (131 1) (16 1) (93 1) (106 1)}
ato,{(80 1) (3 2) (66 3) (71 1) (121 2) (3 1) (129 1)}
acontece,{(78 3) (122 1) (8 1) (115 1) (3 1) (131 1) (66 1) (98 1) (56 1) (69 1) (19 1) (133 1)}
partir,{(30 1) (53 1) (126 2) (84 1) (112 1) (28 1) (87 1) (133 1) (115 1) (51 1) (70 1) (3 1) (52 1) (16 1) (80 1) (106 1) (131 6) (101 1) (110 2) (68 1)}
16h,{(85 1) (3 1)}
praça,{(3 1) (131 1)}
paz,{(89 1) (65 1) (69 1) (3 1) (100 1) (97 1)}
parque,{(3 1)}
ibirapuera,{(3 1) (119 1)}
volta,{(109 1) (94 1) (69 1) (78 3) (85 1) (3 1) (130 1)}
18h,{(3 1)}
monumento,{(3 1)}
localizado,{(48 1) (3 1)}
próximo,{(94 1) (104 1) (85 1) (70 1) (3 1) (129 1) (11 1) (88 1) (100 1) (97 1) (121 2)}
portão,{(96 1) (3 1)}
10,{(12 1) (84 1) (80 2) (66 1) (130 3) (120 1) (54 1) (126 1) (18 3) (3 1) (53 2) (16 1) (78 1) (121 1) (55 1) (101 1)}
proposta,{(33 2) (131 2) (27 1) (18 2) (28 1) (126 5) (87 1) (30 4) (64 1) (126 1) (45 2) (84 2) (3 1) (23 2) (58 4) (29 3) (86 1) (63 1)}
surgiu,{(80 1) (27 1) (131 1) (5 1) (3 1)}
bahia,{(88 8) (121 1) (88 1) (91 2) (3 1) (100 1)}
sido,{(131 2) (137 1) (58 1) (71 1) (75 2) (16 2) (55 2) (48 1) (110 1) (115 1) (100 1) (18 1) (77 1) (85 1) (3 1) (78 1) (124 1) (121 1) (42 1) (4 3) (101 1) (68 1) (64 2)}
bem,{(12 1) (77 2) (58 1) (71 1) (137 1) (38 1) (81 1) (15 1) (28 1) (87 1) (120 1) (51 1) (97 1) (8 1) (136 1) (93 1) (88 3) (78 3) (129 1) (109 1) (3 2) (99 1) (58 3) (121 2) (115 1) (13 1) (72 1) (131 1) (16 1) (78 1) (42 1) (66 2) (101 1) (22 1) (5 2)}
recebida,{(27 1) (3 1)}
parentes,{(3 1) (4 1)}
militantes,{(3 1) (103 1)}
direitos,{(96 1) (45 1) (80 6) (131 2) (9 1) (48 3) (99 1) (88 1) (129 4) (15 1) (48 1) (125 1) (110 1) (10 1) (54 1) (97 1) (31 1) (123 1) (130 2) (55 1) (85 1) (3 1) (30 2) (13 5) (41 3) (52 1) (16 1) (29 3) (129 10) (8 4)}
humanos,{(109 1) (129 3) (9 1) (8 1) (41 2) (80 3) (3 1) (85 1) (99 1) (16 1) (48 1) (74 1) (54 1)}
antes,{(3 2) (76 1) (58 1) (71 1) (122 1) (85 2) (81 1) (120 1) (56 1) (69 1) (121 2) (100 1) (97 1) (74 3) (71 2) (126 1) (62 1) (111 1) (75 1) (66 2) (88 1) (101 1) (68 1) (129 1)}
jair,{(12 1) (9 1) (104 1) (119 2) (110 1) (28 1) (74 1) (51 1) (97 1) (64 1) (123 1) (44 1) (104 2) (103 1) (8 1) (70 1) (93 1) (115 2) (60 1) (125 2) (89 2) (30 1) (131 2) (17 1) (55 2) (66 1) (27 4) (23 1) (56 1) (4 2) (71 2) (13 1) (76 2) (108 1) (6 1) (3 1) (49 1) (16 1) (29 1) (81 2) (75 1) (124 1) (88 1) (22 1)}
psl,{(30 1) (131 2) (12 1) (13 2) (53 1) (66 1) (56 3) (28 1) (74 1) (27 2) (51 1) (64 1) (3 1) (16 1) (29 1) (60 1) (88 1) (37 1)}
recomendar,{(3 1) (103 1)}
armadas,{(3 3) (89 1) (71 1) (8 1) (55 2) (51 5)}
comemorarem,{(3 1)}
recentes,{(70 1) (3 1)}
declarações,{(76 1) (137 1) (124 1) (70 1) (3 1)}
ganhou,{(131 2) (58 1) (3 1) (61 1) (78 1) (119 1) (22 1) (18 1)}
força,{(45 1) (126 1) (131 3) (85 1) (70 1) (3 1) (28 8) (80 1) (93 1) (125 1) (66 3) (106 1) (55 1) (54 1) (51 1)}
comandante,{(78 1) (99 1) (51 1) (3 1) (31 1)}
exército,{(3 2) (99 2) (71 1) (16 1) (80 1) (51 2) (78 1) (125 1) (55 1) (99 4)}
general,{(97 2) (99 2) (103 1) (104 1) (3 1) (80 1) (51 2) (124 1) (55 1) (51 1) (71 2)}
edson,{(3 4)}
leal,{(133 1) (3 1) (99 1)}
pujo,{(3 1)}
imprensa,{(41 2) (53 1) (16 3) (3 1) (20 1) (80 2) (111 1) (80 1) (129 1) (89 1) (97 1)}
arrependem,{(3 1)}
militares,{(97 2) (8 2) (58 1) (40 1) (81 1) (130 1) (89 1) (33 1) (71 2) (51 8) (103 3) (99 2) (22 2) (59 1) (80 5) (3 1)}
justificam,{(3 1)}
razão,{(77 1) (71 1) (3 1) (129 1) (92 2) (124 1) (101 1) (33 1)}
terem,{(131 2) (3 1)}
supostamente,{(3 1)}
salvado,{(3 1) (78 2)}
perigo,{(3 2) (54 2) (60 1) (71 1) (20 1) (34 1)}
comunista,{(109 1) (8 3) (92 1) (89 1) (51 1) (3 1) (88 5)}
gente,{(109 1) (13 2) (35 1) (19 4) (55 2) (88 4) (110 1) (89 1) (56 1) (51 1) (66 2) (97 1) (71 2) (95 1) (65 2) (22 1) (41 1) (72 1) (6 1) (67 1) (3 1) (49 1) (42 1) (119 1) (66 37) (121 3) (78 23)}
sabe,{(27 1) (54 2) (38 1) (66 1) (48 1) (49 2) (56 1) (18 1) (77 1) (103 1) (72 1) (107 2) (3 1) (98 1) (58 2) (78 1) (88 3) (60 1) (101 1)}
vermelho,{(88 1) (3 1) (55 1)}
superestimado,{(3 1)}
pondera,{(3 1)}
assim,{(94 1) (71 1) (62 2) (130 1) (110 1) (28 1) (74 1) (5 1) (54 1) (100 1) (97 1) (77 1) (126 1) (8 1) (80 1) (60 1) (131 6) (4 1) (129 1) (30 1) (40 1) (53 1) (78 4) (112 1) (23 1) (121 2) (115 1) (101 2) (97 3) (6 1) (3 1) (52 1) (61 2) (66 2) (88 1) (101 1)}
outros,{(32 1) (76 1) (53 1) (35 1) (58 3) (5 2) (87 1) (54 1) (51 1) (89 3) (100 1) (18 1) (33 1) (64 1) (97 3) (108 1) (131 3) (90 1) (85 1) (70 1) (6 1) (3 1) (52 1) (51 2) (78 1) (60 1) (121 1) (55 1) (88 1) (4 1) (129 1)}
países,{(45 1) (75 2) (3 1) (81 1) (16 1) (125 1) (110 1) (12 4) (58 4)}
tentava,{(3 1)}
promover,{(56 1) (3 1) (103 1) (75 1)}
reformas,{(30 1) (3 1) (89 1)}
sociais,{(32 1) (9 1) (71 1) (80 4) (130 1) (15 1) (28 1) (120 1) (54 1) (51 1) (100 1) (64 1) (8 1) (16 3) (116 1) (4 1) (63 1) (131 2) (27 1) (135 1) (40 1) (53 1) (17 1) (66 1) (88 4) (112 1) (13 1) (108 1) (85 1) (6 1) (3 1) (41 3) (78 1) (124 1) (121 1) (55 1) (22 1) (68 1)}
inclusive,{(131 2) (129 3) (76 1) (58 1) (71 1) (105 2) (35 1) (16 2) (25 1) (82 1) (108 1) (8 1) (72 1) (85 1) (3 1) (34 1) (60 1) (130 2) (22 1)}
previstas,{(3 1) (52 1) (129 1)}
vigor,{(112 1) (87 1) (110 1) (131 1) (3 1) (130 1)}
época,{(99 2) (131 2) (80 4) (70 1) (3 1) (88 5) (78 13) (16 1) (89 1) (55 1) (4 1)}
1946,{(3 1)}
defensor,{(6 1) (3 1)}
tese,{(101 3) (55 1) (3 1) (15 1)}
regime,{(45 1) (3 2) (80 11) (72 1) (99 1) (106 6) (130 1) (15 1) (80 1) (92 1) (89 1) (97 7) (89 3) (5 2)}
durante,{(91 1) (58 1) (26 2) (48 1) (110 1) (5 1) (54 1) (51 1) (18 1) (103 1) (8 1) (80 1) (28 2) (55 3) (11 1) (57 1) (130 2) (27 1) (76 1) (137 3) (20 1) (80 2) (66 1) (121 2) (89 4) (85 1) (6 1) (3 1) (131 1) (134 1) (16 1) (124 1) (42 1) (88 1) (68 1)}
21,{(137 1) (103 1) (135 1) (53 1) (3 1) (84 1) (48 2) (110 1) (89 1) (121 1) (68 1)}
matou,{(109 1) (3 1) (55 1)}
perseguiu,{(3 1) (106 1)}
desapareceu,{(3 1)}
opositores,{(99 2) (89 1) (121 1) (131 1) (3 1) (80 2)}
membros,{(108 2) (123 1) (38 1) (3 1) (70 1) (131 1) (55 1) (51 1)}
ativa,{(3 1) (45 2) (130 1) (103 1)}
reserva,{(96 1) (109 1) (3 1) (99 1)}
têm,{(45 1) (137 1) (116 2) (20 1) (110 1) (74 1) (54 1) (106 2) (12 2) (55 1) (3 1) (131 1) (75 3) (34 1) (93 1) (29 1) (124 1) (130 2) (88 1) (86 1) (4 1)}
sentido,{(126 1) (101 5) (40 1) (38 1) (3 1) (88 1) (28 2) (110 1) (74 1) (78 3) (51 1) (69 2) (129 1) (31 1)}
vontade,{(64 1) (122 1) (3 1) (129 1) (110 1) (66 2) (101 1) (97 1)}
negar,{(49 1) (3 1) (8 2)}
consequências,{(77 1) (27 1) (3 1)}
narrativa,{(75 2) (3 1) (60 1) (103 1)}
vezes,{(6 4) (116 2) (84 1) (81 1) (110 1) (88 2) (120 1) (133 1) (66 2) (108 3) (77 1) (99 2) (8 1) (16 3) (3 1) (19 1) (60 1) (106 1) (42 1) (78 3) (121 3) (65 1) (74 2)}
procura,{(77 1) (54 1) (3 1) (89 1)}
fazer,{(71 1) (88 6) (130 1) (78 6) (61 1) (28 1) (74 1) (32 2) (18 1) (31 1) (103 1) (58 2) (95 2) (4 1) (129 1) (50 1) (96 1) (27 1) (8 2) (99 1) (80 2) (56 1) (33 1) (13 1) (137 2) (6 1) (3 1) (30 2) (98 1) (111 1) (122 2) (66 13) (75 1) (124 1) (42 1) (55 1) (88 1) (65 1)}
crer,{(3 1)}
problemas,{(13 1) (80 3) (3 1) (99 1) (131 1) (55 2) (93 1) (28 1) (54 1) (101 2) (33 1)}
começou,{(109 1) (4 1) (71 1) (48 1) (125 1) (120 3) (78 2) (64 1) (26 1) (8 1) (85 1) (70 1) (3 1) (131 1) (80 1) (55 3) (93 1) (121 1) (88 1) (68 1)}
institucional,{(80 1) (51 1) (71 1) (8 1) (3 1) (20 1) (31 1)}
nº,{(110 1) (3 1)}
5,{(101 1) (3 1) (121 1) (87 1)}
ai-5,{(99 1) (3 3)}
dezembro,{(16 1) (78 1) (9 1) (51 1) (131 1) (120 1) (3 1)}
1968,{(80 1) (3 2)}
fechou,{(78 1) (3 1)}
congresso,{(97 2) (45 1) (30 1) (9 1) (66 1) (15 1) (28 1) (23 1) (60 6) (71 2) (59 1) (41 1) (103 1) (3 1) (80 1) (28 2) (16 1) (29 1) (121 1) (55 1) (129 1)}
decretou,{(3 1)}
censura,{(41 1) (3 1) (131 1) (80 2) (80 1) (89 1) (87 1) (22 1) (33 1)}
sustenta,{(104 1) (101 1) (3 1) (65 1)}
exemplo,{(9 1) (58 1) (137 1) (8 2) (51 7) (81 1) (130 1) (15 1) (66 1) (110 1) (74 1) (5 1) (33 1) (18 1) (3 1) (87 2) (80 1) (16 1) (78 1) (121 1) (101 1) (129 1)}
lembra,{(80 1) (30 1) (9 1) (130 2) (54 1) (3 1) (82 1)}
assassinato,{(48 1) (61 1) (80 1) (74 1) (55 1) (3 1)}
estudante,{(137 1) (6 8) (131 1) (6 1) (3 1)}
luís,{(51 1) (3 1) (121 1)}
lima,{(48 1) (3 1)}
souto,{(3 1)}
promulgação,{(3 1)}
18,{(3 1) (91 1) (82 1) (75 1)}
morto,{(78 1) (3 1) (99 1)}
tiro,{(78 4) (22 1) (3 1) (55 1)}
peito,{(54 1) (3 1)}
disparado,{(3 1)}
policial,{(78 1) (91 1) (99 1) (78 3) (3 1)}
militar,{(97 2) (80 6) (109 1) (99 1) (16 2) (48 1) (51 3) (89 1) (97 1) (33 1) (71 2) (13 1) (99 2) (41 1) (89 4) (3 1) (131 1) (47 1) (78 1) (106 1) (88 1) (22 1) (83 1) (103 2)}
invadiu,{(3 1)}
restaurante,{(3 1) (66 1)}
central,{(76 1) (3 1) (20 1) (121 1) (74 1) (115 1) (97 1) (31 1)}
estudantes,{(3 2) (75 1) (89 1) (57 1) (3 1) (131 4)}
conhecido,{(58 1) (6 1) (3 1) (99 1) (80 1) (93 1) (110 1) (112 1) (121 1) (55 1) (4 2)}
calabouço,{(3 1)}
onde,{(109 1) (9 1) (53 1) (58 3) (81 1) (61 1) (88 2) (74 1) (5 1) (69 1) (100 1) (119 4) (131 3) (90 1) (103 1) (8 1) (55 1) (70 1) (6 1) (3 1) (48 2) (75 3) (111 1) (80 1) (16 1) (121 1) (66 2) (4 1)}
faziam,{(54 1) (3 1) (121 1)}
manifestação,{(129 2) (62 1) (6 1) (3 1) (20 1) (121 1) (106 1) (119 1) (51 1) (100 1) (96 2)}
exigindo,{(3 1) (119 1)}
melhorias,{(3 1)}
estrutura,{(16 1) (99 1) (55 1) (88 1) (3 1)}
morte,{(99 2) (41 1) (8 1) (30 3) (134 1) (3 1) (75 1) (55 1) (97 1) (103 2)}
prova,{(58 1) (122 1) (3 1) (131 1) (129 1) (121 1) (87 1) (88 1) (33 1)}
existe,{(77 1) (8 3) (126 1) (8 1) (3 1) (20 1) (131 1) (66 1) (129 1) (130 1) (110 1) (88 2) (31 2) (33 1)}
recrudesceu,{(3 1)}
adotava,{(3 1)}
postura,{(16 1) (12 2) (56 1) (3 1)}
extremamente,{(110 1) (3 1)}
violenta,{(80 1) (41 1) (58 1) (119 1) (3 1)}
relação,{(94 1) (131 2) (73 1) (58 1) (38 1) (16 2) (81 1) (125 1) (56 3) (66 5) (51 1) (64 1) (12 2) (13 1) (8 3) (85 1) (70 1) (3 1) (116 1) (34 1) (88 3) (60 1) (42 1) (101 1)}
jovens,{(72 2) (3 1) (116 1) (131 1) (97 1) (88 1) (33 1) (18 1)}
armas,{(93 1) (78 1) (51 3) (55 1) (3 1) (20 1)}
grau,{(137 1) (122 1) (101 2) (3 1) (84 1) (129 1)}
periculosidade,{(16 1) (3 1) (34 1)}
diante,{(77 1) (40 3) (18 2) (21 1) (3 1) (113 1) (16 1) (60 1) (121 1) (55 1) (54 1) (115 1) (68 1) (33 1) (82 1)}
agentes,{(96 1) (70 1) (3 1) (85 2) (80 2) (78 1) (28 1) (51 1)}
xxxx,{(3 1)}
2019,{(16 1) (48 1) (91 1) (3 1) (18 1)}
palácio,{(22 1) (3 1) (71 1)}
planalto,{(3 2) (71 2) (22 1) (103 1)}
distribuiu,{(3 1)}
vídeo,{(131 2) (20 3) (6 6) (137 2) (3 1) (47 1) (16 1) (92 1) (63 2) (120 1) (118 1) (22 1) (115 1)}
enaltece,{(3 1)}
papel,{(94 1) (76 1) (8 1) (3 1) (129 1) (28 2) (66 2) (5 1) (33 1)}
nega,{(64 1) (96 1) (55 1) (35 1) (42 1) (103 1) (3 1)}
